Fiyat,Oda Sayısı,Metrekare,Bina Yaşı,Kat Durumu,Bina Konumu
"1.599.000
TL",2 + 1,75 m²,11 Yaşında,Kot 2,Ankara / Etimesgut / Alsancak Mah.
"1.599.000
TL",3 + 1,120 m²,21 Yaşında,Kot 1,Ankara / Sincan / Selçuklu Mah.
"1.599.000
TL",3 + 1,135 m²,30 Yaşında,Yüksek Giriş,Ankara / Polatlı / Zafer Mah.
"1.599.000
TL",2 + 1,165 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.599.000
TL",2 + 1,85 m²,15 Yaşında,Kot 2,Ankara / Mamak / Misket Mah.
"1.599.000
TL",2 + 1,120 m²,21 Yaşında,Bahçe Katı,Ankara / Sincan / Atatürk Mah.
"1.599.000
TL",1 + 1,55 m²,Sıfır Bina,1. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.599.000
TL",3 + 1,110 m²,15 Yaşında,Bahçe Katı,Ankara / Sincan / Atatürk Mah.
"1.599.000
TL",2 + 1,100 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Selçuklu Mah.
"1.599.000
TL",3 + 1,120 m²,26 Yaşında,Kot 3,Ankara / Yenimahalle / Ergenekon Mah.
"1.599.000
TL",2 + 1,102 m²,12 Yaşında,Bahçe Katı,Ankara / Mamak / Misket Mah.
"1.599.000
TL",3 + 1,115 m²,16 Yaşında,Bahçe Katı,Ankara / Sincan / Pınarbaşı Mah.
"1.600.000
TL",3 + 1,145 m²,26 Yaşında,Kot 2,Ankara / Mamak / Abidinpaşa Mah.
"1.600.000
TL",2 + 1,75 m²,30 Yaşında,En Üst Kat,Ankara / Sincan / Fatih Mah.
"1.600.000
TL",3 + 1,100 m²,30 Yaşında,2. Kat,Ankara / Mamak / Şafaktepe Mah.
"1.600.000
TL",3 + 1,1.400 m²,20 Yaşında,,Ankara / Polatlı / Kıranharmanı Mah.
"1.600.000
TL",2 + 0,70 m²,6 Yaşında,Yüksek Giriş,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.600.000
TL",1 + 1,55 m²,Sıfır Bina,9. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.600.000
TL",3 + 1,91 m²,37 Yaşında,Yüksek Giriş,Ankara / Keçiören / Çiçekli Mah.
"1.600.000
TL",3 + 1,120 m²,26 Yaşında,Bahçe Katı,Ankara / Polatlı / İstiklal Mah.
"1.600.000
TL",2 + 1,75 m²,30 Yaşında,Yüksek Giriş,Ankara / Sincan / Fatih Mah.
"1.600.000
TL",2 + 1,75 m²,30 Yaşında,Giriş Katı,Ankara / Sincan / Fatih Mah.
"1.600.000
TL",2 + 1,80 m²,30 Yaşında,Kot 3,Ankara / Mamak / Hürel Mah.
"1.600.000
TL",2 + 1,75 m²,38 Yaşında,Yüksek Giriş,Ankara / Altındağ / Aydınlıkevler Mah.
"1.600.000
TL",2 + 1,90 m²,25 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Ergenekon Mah.
"1.600.000
TL",3 + 1,105 m²,15 Yaşında,Bahçe Katı,Ankara / Keçiören / 23 Nisan Mah.
"1.600.000
TL",1 + 1,55 m²,8 Yaşında,Giriş Katı,Ankara / Yenimahalle / Varlık Mah.
"1.600.000
TL",1 + 1,60 m²,Sıfır Bina,Yüksek Giriş,Ankara / Mamak / Mutlu Mah.
"1.600.000
TL",3 + 1,135 m²,21 Yaşında,Yüksek Giriş,Ankara / Polatlı / Zafer Mah.
"1.600.000
TL",2 + 1,100 m²,18 Yaşında,Giriş Katı,Ankara / Mamak / Peyami Safa Mah.
"1.600.000
TL",3 + 1,130 m²,30 Yaşında,4. Kat,Ankara / Polatlı / Gazi Mah.
"1.600.000
TL",3 + 1,135 m²,33 Yaşında,Bahçe Katı,Ankara / Mamak / Saimekadın Mah.
"1.600.000
TL",1 + 1,56 m²,50 Yaşında,2. Kat,Ankara / Altındağ / Örnek Mah.
"1.600.000
TL",2 + 1,105 m²,10 Yaşında,Kot 1,Ankara / Mamak / Yeni Bayındır Mah.
"1.600.000
TL",2 + 1,140 m²,11 Yaşında,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.600.000
TL",2 + 1,90 m²,35 Yaşında,Giriş Katı,Ankara / Yenimahalle / Ergenekon Mah.
"1.600.000
TL",1 + 1,78 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.600.000
TL",1 + 1,90 m²,4 Yaşında,6. Kat,Ankara / Polatlı / İstiklal Mah.
"1.600.000
TL",3 + 1,150 m²,7 Yaşında,En Üst Kat,Ankara / Sincan / Alcı Mah.
"1.600.000
TL",2 + 1,95 m²,21 Yaşında,Kot 1,Ankara / Keçiören / Yayla Mah.
"1.600.000
TL",1 + 1,80 m²,3 Yaşında,7. Kat,Ankara / Polatlı / Yeni Mah.
"1.600.000
TL",2 + 1,90 m²,30 Yaşında,Kot 1,Ankara / Mamak / Saimekadın Mah.
"1.600.000
TL",3 + 1,111 m²,13 Yaşında,Bahçe Katı,Ankara / Polatlı / Zafer Mah.
"1.600.000
TL",3 + 1,115 m²,25 Yaşında,Kot 2,Ankara / Mamak / Mehtap Mah.
"1.600.000
TL",2 + 1,62 m²,25 Yaşında,2. Kat,Ankara / Altındağ / Gültepe Mah.
"1.600.000
TL",2 + 1,100 m²,16 Yaşında,Kot 1,Ankara / Keçiören / Yayla Mah.
"1.600.000
TL",3 + 1,115 m²,40 Yaşında,3. Kat,Ankara / Mamak / Şafaktepe Mah.
"1.600.000
TL",3 + 1,115 m²,31 Yaşında,Giriş Katı,Ankara / Mamak / Balkiraz Mah.
"1.600.000
TL",2 + 1,85 m²,20 Yaşında,Giriş Katı,Ankara / Mamak / Tuzluçayır Mah.
"1.600.000
TL",1 + 1,70 m²,Sıfır Bina,Yüksek Giriş,Ankara / Çubuk / Dumlupınar Mah.
"1.600.000
TL",3 + 1,140 m²,20 Yaşında,Ara Kat,Ankara / Çubuk / Yavuzselim Mah.
"1.600.000
TL",2 + 1,97 m²,35 Yaşında,Kot 3,Ankara / Çankaya / 100. Yıl Mah.
"1.600.000
TL",2 + 1,100 m²,35 Yaşında,Giriş Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.600.000
TL",2 + 1,115 m²,25 Yaşında,,Ankara / Mamak / Kıbrısköy Mah.
"1.600.000
TL",2 + 1,100 m²,15 Yaşında,Bahçe Katı,Ankara / Keçiören / Hisar Mah.
"1.600.000
TL",1 + 1,60 m²,20 Yaşında,Yüksek Giriş,Ankara / Gölbaşı / Seğmenler Mah.
"1.600.000
TL",2 + 1,85 m²,28 Yaşında,Kot 1,Ankara / Mamak / Hürel Mah.
"1.600.000
TL",2 + 1,90 m²,35 Yaşında,Bahçe Katı,Ankara / Çankaya / Seyranbağları Mah.
"1.600.000
TL",2 + 1,90 m²,20 Yaşında,En Üst Kat,Ankara / Sincan / Pınarbaşı Mah.
"1.600.000
TL",2 + 1,85 m²,20 Yaşında,Yarı Bodrum,Ankara / Yenimahalle / Varlık Mah.
"1.600.000
TL",2 + 1,100 m²,20 Yaşında,2. Kat,Ankara / Çubuk / Cumhuriyet Mah.
"1.600.000
TL",3 + 1,110 m²,7 Yaşında,1. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.600.000
TL",2 + 0,75 m²,Sıfır Bina,Bahçe Katı,Ankara / Gölbaşı / Mahmatlıbahçe Mah.
"1.600.000
TL",5 + 1,160 m²,20 Yaşında,Yüksek Giriş,Ankara / Polatlı / Zafer Mah.
"1.600.000
TL",3 + 1,130 m²,12 Yaşında,Yüksek Giriş,Ankara / Polatlı / Şehitlik Mah.
"1.600.000
TL",3 + 1,130 m²,25 Yaşında,4. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.600.000
TL",1 + 1,70 m²,17 Yaşında,Giriş Katı,Ankara / Yenimahalle / Anadolu Mah.
"1.600.000
TL",2 + 1,95 m²,15 Yaşında,Kot 1,Ankara / Mamak / Gülveren Mah.
"1.600.000
TL",2 + 1,85 m²,25 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Ayyıldız Mah.
"1.600.000
TL",2 + 1,100 m²,15 Yaşında,Giriş Katı,Ankara / Mamak / Başak Mah.
"1.610.000
TL",3 + 1,110 m²,20 Yaşında,Kot 1,Ankara / Mamak / Aşık Veysel Mah.
"1.619.000
TL",2 + 1,100 m²,15 Yaşında,Kot 1,Ankara / Keçiören / Yayla Mah.
"1.619.000
TL",2 + 1,130 m²,5 Yaşında,Bahçe Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.620.000
TL",3 + 1,105 m²,35 Yaşında,Bahçe Katı,Ankara / Altındağ / Zübeyde Hanım Mah.
"1.620.000
TL",2 + 1,105 m²,8 Yaşında,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.620.000
TL",3 + 1,130 m²,26 Yaşında,4. Kat,Ankara / Çubuk / Yavuzselim Mah.
"1.620.000
TL",2 + 1,90 m²,26 Yaşında,2. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.620.000
TL",3 + 1,110 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Demirlibahçe Mah.
"1.625.000
TL",1 + 1,60 m²,15 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Güzelyaka Mah.
"1.625.000
TL",3 + 1,125 m²,20 Yaşında,En Üst Kat,Ankara / Polatlı / Yeni Mah.
"1.625.000
TL",1 + 1,60 m²,Sıfır Bina,4. Kat,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.625.000
TL",3 + 1,135 m²,20 Yaşında,Ara Kat,Ankara / Polatlı / Fatih Mah.
"1.625.000
TL",1 + 1,75 m²,Sıfır Bina,Yüksek Giriş,Ankara / Polatlı / Mehmet Akif Mah.
"1.625.000
TL",2 + 1,100 m²,11 Yaşında,Giriş Katı,Ankara / Mamak / Küçük Kayaş Mah.
"1.625.000
TL",1 + 1,60 m²,15 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Güzelyaka Mah.
"1.625.000
TL",3 + 1,115 m²,15 Yaşında,3. Kat,Ankara / Beypazarı / Hacıkara Mah.
"1.625.000
TL",2 + 1,90 m²,16 Yaşında,Bahçe Katı,Ankara / Etimesgut / Atakent Mah.
"1.625.000
TL",2 + 1,100 m²,5 Yaşında,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.625.000
TL",3 + 1,110 m²,5 Yaşında,Yüksek Giriş,Ankara / Mamak / Yeni Bayındır Mah.
"1.600.000
TL",3 + 1,130 m²,25 Yaşında,4. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.600.000
TL",1 + 1,70 m²,17 Yaşında,Giriş Katı,Ankara / Yenimahalle / Anadolu Mah.
"1.600.000
TL",2 + 1,95 m²,15 Yaşında,Kot 1,Ankara / Mamak / Gülveren Mah.
"1.600.000
TL",2 + 1,85 m²,25 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Ayyıldız Mah.
"1.600.000
TL",2 + 1,100 m²,15 Yaşında,Giriş Katı,Ankara / Mamak / Başak Mah.
"1.610.000
TL",3 + 1,110 m²,20 Yaşında,Kot 1,Ankara / Mamak / Aşık Veysel Mah.
"1.619.000
TL",2 + 1,100 m²,15 Yaşında,Kot 1,Ankara / Keçiören / Yayla Mah.
"1.619.000
TL",2 + 1,130 m²,5 Yaşında,Bahçe Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.620.000
TL",3 + 1,105 m²,35 Yaşında,Bahçe Katı,Ankara / Altındağ / Zübeyde Hanım Mah.
"1.620.000
TL",2 + 1,105 m²,8 Yaşında,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.620.000
TL",3 + 1,130 m²,26 Yaşında,4. Kat,Ankara / Çubuk / Yavuzselim Mah.
"1.620.000
TL",2 + 1,90 m²,26 Yaşında,2. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.620.000
TL",3 + 1,110 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Demirlibahçe Mah.
"1.625.000
TL",1 + 1,60 m²,15 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Güzelyaka Mah.
"1.625.000
TL",3 + 1,125 m²,20 Yaşında,En Üst Kat,Ankara / Polatlı / Yeni Mah.
"1.625.000
TL",1 + 1,60 m²,Sıfır Bina,4. Kat,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.625.000
TL",3 + 1,135 m²,20 Yaşında,Ara Kat,Ankara / Polatlı / Fatih Mah.
"1.625.000
TL",1 + 1,75 m²,Sıfır Bina,Yüksek Giriş,Ankara / Polatlı / Mehmet Akif Mah.
"1.625.000
TL",2 + 1,100 m²,11 Yaşında,Giriş Katı,Ankara / Mamak / Küçük Kayaş Mah.
"1.625.000
TL",1 + 1,60 m²,15 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Güzelyaka Mah.
"1.625.000
TL",3 + 1,115 m²,15 Yaşında,3. Kat,Ankara / Beypazarı / Hacıkara Mah.
"1.625.000
TL",2 + 1,90 m²,16 Yaşında,Bahçe Katı,Ankara / Etimesgut / Atakent Mah.
"1.625.000
TL",2 + 1,100 m²,5 Yaşında,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.625.000
TL",3 + 1,110 m²,5 Yaşında,Yüksek Giriş,Ankara / Mamak / Yeni Bayındır Mah.
"1.625.000
TL",2 + 1,85 m²,31 Yaşında,Kot 1,Ankara / Çankaya / Fakülteler Mah.
"1.625.000
TL",1 + 1,65 m²,16 Yaşında,Yüksek Giriş,Ankara / Mamak / Demirlibahçe Mah.
"1.625.000
TL",3 + 1,400 m²,21 Yaşında,Bahçe Katı,Ankara / Nallıhan / Çayırhan Mah.
"1.625.000
TL",3 + 1,130 m²,35 Yaşında,1. Kat,Ankara / Altındağ / Örnek Mah.
"1.625.000
TL",3 + 1,110 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Şafaktepe Mah.
"1.625.000
TL",3 + 1,115 m²,11 Yaşında,Bahçe Katı,Ankara / Keçiören / Kuşcağız Mah.
"1.625.000
TL",2 + 1,90 m²,14 Yaşında,Giriş Katı,Ankara / Etimesgut / Süvari Mah.
"1.625.000
TL",2 + 1,90 m²,11 Yaşında,Yüksek Giriş,Ankara / Mamak / Zirvekent Mah.
"1.625.000
TL",3 + 1,105 m²,20 Yaşında,Yüksek Giriş,Ankara / Mamak / Akdere Mah.
"1.625.000
TL",1 + 1,70 m²,Sıfır Bina,2. Kat,Ankara / Sincan / Fevzi Çakmak Mah.
"1.629.000
TL",2 + 1,90 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Akşemsettin Mah.
"1.629.000
TL",2 + 1,105 m²,11 Yaşında,Yüksek Giriş,Ankara / Keçiören / 19 Mayıs Mah.
"1.629.000
TL",2 + 1,110 m²,13 Yaşında,Kot 1,Ankara / Mamak / Mutlu Mah.
"1.630.000
TL",3 + 1,125 m²,30 Yaşında,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.630.000
TL",1 + 1,55 m²,Sıfır Bina,2. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.630.000
TL",3 + 1,115 m²,6 Yaşında,Giriş Katı,Ankara / Akyurt / Yıldırım Mah.
"1.630.000
TL",3 + 1,115 m²,16 Yaşında,Kot 1,Ankara / Pursaklar / Fatih Mah.
"1.630.000
TL",2 + 1,95 m²,5 Yaşında,1. Kat,Ankara / Mamak / Küçük Kayaş Mah.
"1.630.000
TL",3 + 1,130 m²,30 Yaşında,4. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.630.000
TL",1 + 1,55 m²,Sıfır Bina,1. Kat,Ankara / Çubuk / Dumlupınar Mah.
"1.630.000
TL",2 + 1,80 m²,45 Yaşında,Yüksek Giriş,Ankara / Mamak / Saimekadın Mah.
"1.630.000
TL",1 + 1,55 m²,Sıfır Bina,2. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.630.000
TL",2 + 1,110 m²,31 Yaşında,2. Kat,Ankara / Yenimahalle / Karşıyaka Mah.
"1.630.000
TL",3 + 1,115 m²,15 Yaşında,Kot 1,Ankara / Pursaklar / Fatih Mah.
"1.634.000
TL",3 + 1,120 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Uyanış Mah.
"1.635.000
TL",1 + 1,65 m²,45 Yaşında,Giriş Katı,Ankara / Altındağ / Aydınlıkevler Mah.
"1.635.000
TL",2 + 1,100 m²,25 Yaşında,Kot 1,Ankara / Yenimahalle / Ergenekon Mah.
"1.635.000
TL",1 + 1,64 m²,45 Yaşında,Giriş Katı,Ankara / Altındağ / Aydınlıkevler Mah.
"1.635.000
TL",2 + 1,110 m²,5 Yaşında,Kot 1,Ankara / Mamak / Bahçeleriçi Mah.
"1.635.000
TL",2 + 1,85 m²,30 Yaşında,Yüksek Giriş,Ankara / Polatlı / Esentepe Mah.
"1.635.000
TL",1 + 1,65 m²,45 Yaşında,Giriş Katı,Ankara / Altındağ / Aydınlıkevler Mah.
"1.635.000
TL",1 + 1,70 m²,Sıfır Bina,Giriş Katı,Ankara / Mamak / Ekin Mah.
"1.640.000
TL",3 + 1,130 m²,25 Yaşında,4. Kat,Ankara / Çubuk / Cumhuriyet Mah.
"1.640.000
TL",2 + 1,80 m²,35 Yaşında,Yüksek Giriş,Ankara / Mamak / Saimekadın Mah.
"1.645.000
TL",3 + 1,110 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.645.000
TL",2 + 1,95 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Abidinpaşa Mah.
"1.645.000
TL",3 + 1,105 m²,35 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.645.000
TL",2 + 1,75 m²,35 Yaşında,Yüksek Giriş,Ankara / Mamak / Abidinpaşa Mah.
"1.649.000
TL",2 + 1,105 m²,10 Yaşında,Kot 1,Ankara / Keçiören / Esertepe Mah.
"1.649.000
TL",2 + 1,100 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.649.000
TL",1 + 1,70 m²,Sıfır Bina,Kot 2,Ankara / Mamak / Durali Alıç Mah.
"1.649.000
TL",3 + 1,120 m²,12 Yaşında,Kot 1,Ankara / Mamak / Başak Mah.
"1.649.000
TL",2 + 1,100 m²,10 Yaşında,Bahçe Katı,Ankara / Keçiören / Esertepe Mah.
"1.649.000
TL",1 + 1,90 m²,25 Yaşında,Kot 3,Ankara / Çankaya / Arka Topraklık Mah.
"1.649.000
TL",2 + 1,90 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.649.000
TL",2 + 1,100 m²,15 Yaşında,Bahçe Katı,Ankara / Keçiören / Adnan Menderes Mah.
"1.649.000
TL",2 + 1,110 m²,23 Yaşında,1. Kat,Ankara / Sincan / Plevne Mah.
"1.649.000
TL",3 + 1,115 m²,19 Yaşında,Bahçe Katı,Ankara / Sincan / Plevne Mah.
"1.649.000
TL",3 + 1,120 m²,24 Yaşında,Giriş Katı,Ankara / Sincan / Plevne Mah.
"1.649.000
TL",3 + 1,125 m²,4 Yaşında,Kot 1,Ankara / Keçiören / Kanuni Mah.
"1.649.000
TL",3 + 1,125 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Atapark Mah.
"1.649.000
TL",3 + 1,115 m²,22 Yaşında,Bahçe Katı,Ankara / Sincan / Plevne Mah.
"1.649.000
TL",2 + 1,115 m²,5 Yaşında,Bahçe Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.649.000
TL",1 + 1,65 m²,Sıfır Bina,1. Kat,Ankara / Sincan / Fevzi Çakmak Mah.
"1.649.000
TL",2 + 1,115 m²,11 Yaşında,Bahçe Katı,Ankara / Keçiören / Adnan Menderes Mah.
"1.649.000
TL",3 + 1,125 m²,Sıfır Bina,Yüksek Giriş,Ankara / Akyurt / Yeşiltepe Mah.
"1.649.000
TL",1 + 1,115 m²,Sıfır Bina,Yüksek Giriş,Ankara / Sincan / Fevzi Çakmak Mah.
"1.649.000
TL",3 + 1,115 m²,22 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.650.000
TL",3 + 1,135 m²,15 Yaşında,Ara Kat,Ankara / Çubuk / Cumhuriyet Mah.
"1.650.000
TL",3 + 1,125 m²,30 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.650.000
TL",2 + 1,105 m²,15 Yaşında,Yüksek Giriş,Ankara / Altındağ / Karapürçek Mah.
"1.650.000
TL",1 + 1,45 m²,38 Yaşında,Giriş Katı,Ankara / Yenimahalle / Demetgül Mah.
"1.650.000
TL",2 + 1,100 m²,46 Yaşında,Kot 3,Ankara / Çankaya / Umut Mah.
"1.650.000
TL",3 + 1,120 m²,8 Yaşında,Kot 1,Ankara / Mamak / Başak Mah.
"1.650.000
TL",1 + 1,80 m²,40 Yaşında,Ara Kat,Ankara / Çankaya / İncesu Mah.
"1.650.000
TL",3 + 1,105 m²,35 Yaşında,Giriş Katı,Ankara / Mamak / Balkiraz Mah.
"1.650.000
TL",2 + 1,90 m²,26 Yaşında,Giriş Katı,Ankara / Keçiören / Çiçekli Mah.
"1.650.000
TL",2 + 1,90 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / Çiçekli Mah.
"1.650.000
TL",2 + 1,105 m²,8 Yaşında,Yüksek Giriş,Ankara / Altındağ / Karapürçek Mah.
"1.650.000
TL",2 + 1,90 m²,31 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.650.000
TL",3 + 1,100 m²,30 Yaşında,Kot 3,Ankara / Mamak / Mehtap Mah.
"1.650.000
TL",2 + 1,95 m²,38 Yaşında,Kot 1,Ankara / Keçiören / Tepebaşı Mah.
"1.650.000
TL",2 + 1,90 m²,30 Yaşında,Yüksek Giriş,Ankara / Çankaya / Ertuğrulgazi Mah.
"1.650.000
TL",3 + 1,125 m²,45 Yaşında,Yüksek Giriş,Ankara / Mamak / Demirlibahçe Mah.
"1.650.000
TL",1 + 1,58 m²,Sıfır Bina,3. Kat,Ankara / Çubuk / Yenice Mah.
"1.650.000
TL",3 + 1,120 m²,30 Yaşında,En Üst Kat,Ankara / Polatlı / Kurtuluş Mah.
"1.650.000
TL",2 + 1,100 m²,26 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.650.000
TL",2 + 1,85 m²,30 Yaşında,Kot 1,Ankara / Çankaya / Metin Oktay Mah.
"1.650.000
TL",3 + 1,160 m²,15 Yaşında,Bahçe Katı,Ankara / Polatlı / Zafer Mah.
"1.650.000
TL",1 + 1,55 m²,1 Yaşında,3. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.650.000
TL",3 + 1,95 m²,17 Yaşında,Kot 2,Ankara / Mamak / Tuzluçayır Mah.
"1.650.000
TL",3 + 1,100 m²,30 Yaşında,Zemin,Ankara / Mamak / Balkiraz Mah.
"1.650.000
TL",2 + 1,75 m²,5 Yaşında,Giriş Katı,Ankara / Gölbaşı / Hacımuratlı Mah.
"1.650.000
TL",3 + 1,100 m²,28 Yaşında,Bahçe Katı,Ankara / Etimesgut / Kazım Karabekir Mah.
"1.650.000
TL",1 + 1,55 m²,Sıfır Bina,1. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.650.000
TL",2 + 1,90 m²,7 Yaşında,2. Kat,Ankara / Mamak / Zirvekent Mah.
"1.650.000
TL",3 + 1,120 m²,18 Yaşında,1. Kat,Ankara / Çubuk / Barbaros Mah.
"1.650.000
TL",1 + 1,70 m²,Sıfır Bina,Ara Kat,Ankara / Sincan / Fevzi Çakmak Mah.
"1.650.000
TL",1 + 1,100 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.650.000
TL",2 + 1,105 m²,11 Yaşında,Kot 2,Ankara / Keçiören / Esertepe Mah.
"1.650.000
TL",1 + 1,70 m²,30 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Yeşilevler Mah.
"1.650.000
TL",3 + 1,130 m²,22 Yaşında,Yüksek Giriş,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.650.000
TL",3 + 1,130 m²,21 Yaşında,Giriş Katı,Ankara / Keçiören / Çaldıran Mah.
"1.650.000
TL",2 + 1,105 m²,20 Yaşında,Kot 1,Ankara / Keçiören / Aktepe Mah.
"1.650.000
TL",2 + 1,100 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Abidinpaşa Mah.
"1.650.000
TL",2 + 1,110 m²,14 Yaşında,Kot 1,Ankara / Keçiören / Osmangazi Mah.
"1.650.000
TL",1 + 1,55 m²,32 Yaşında,Bahçe Katı,Ankara / Yenimahalle / Yunus Emre Mah.
"1.650.000
TL",2 + 1,100 m²,30 Yaşında,,Ankara / Polatlı / Esentepe Mah.
"1.650.000
TL",1 + 1,60 m²,Sıfır Bina,,Ankara / Gölbaşı / Gökçehüyük Mah.
"1.650.000
TL",3 + 1,120 m²,5 Yaşında,Kot 1,Ankara / Mamak / Başak Mah.
"1.650.000
TL",2 + 1,90 m²,28 Yaşında,Giriş Katı,Ankara / Mamak / Saimekadın Mah.
"1.650.000
TL",1 + 1,55 m²,4 Yaşında,2. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.650.000
TL",1 + 1,58 m²,Sıfır Bina,Giriş Katı,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.650.000
TL",1 + 1,65 m²,32 Yaşında,Bahçe Katı,Ankara / Çankaya / Çamlıtepe Mah.
"1.650.000
TL",2 + 1,100 m²,6 Yaşında,1. Kat,Ankara / Güdül / Kamanlar Mah.
"1.650.000
TL",3 + 1,140 m²,3 Yaşında,3. Kat,Ankara / Sincan / Alcı Mah.
"1.650.000
TL",2 + 1,100 m²,5 Yaşında,Kot 1,Ankara / Mamak / Küçük Kayaş Mah.
"1.650.000
TL",2 + 1,90 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Abidinpaşa Mah.
"1.650.000
TL",3 + 1,130 m²,35 Yaşında,7. Kat,Ankara / Yenimahalle / Demetgül Mah.
"1.650.000
TL",2 + 1,120 m²,18 Yaşında,Kot 1,Ankara / Keçiören / 23 Nisan Mah.
"1.650.000
TL",2 + 1,100 m²,20 Yaşında,Giriş Katı,Ankara / Altındağ / Gültepe Mah.
"1.650.000
TL",2 + 1,90 m²,15 Yaşında,Kot 2,Ankara / Altındağ / Yıldıztepe Mah.
"1.650.000
TL",3 + 0,120 m²,19 Yaşında,Kot 2,Ankara / Mamak / Şafaktepe Mah.
"1.650.000
TL",2 + 1,95 m²,15 Yaşında,Kot 1,Ankara / Mamak / Durali Alıç Mah.
"1.650.000
TL",2 + 1,100 m²,5 Yaşında,Bahçe Katı,Ankara / Pursaklar / Saray Cumhuriyet Mah.
"1.650.000
TL",1 + 1,55 m²,1 Yaşında,1. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.650.000
TL",3 + 1,110 m²,25 Yaşında,5. Kat,Ankara / Polatlı / Şentepe Mah.
"1.650.000
TL",2 + 1,85 m²,1 Yaşında,Giriş Katı,Ankara / Akyurt / Yıldırım Mah.
"1.650.000
TL",1 + 1,55 m²,Sıfır Bina,2. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.650.000
TL",3 + 1,85 m²,42 Yaşında,Giriş Katı,Ankara / Mamak / Balkiraz Mah.
"1.650.000
TL",2 + 1,100 m²,20 Yaşında,Kot 1,Ankara / Çankaya / Muhsin Ertuğrul Mah.
"1.650.000
TL",3 + 1,140 m²,25 Yaşında,Bahçe Katı,Ankara / Polatlı / Şehitlik Mah.
"1.650.000
TL",2 + 1,430 m²,3 Yaşında,,Ankara / Polatlı / Olukpınar Mah.
